"","business_id","sug1","sug2","sug3","sug4_byattribute"
"4428","qJc12bxr4p-7ICE_Vhb-vA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Having table for large group can attract more customers.","Since your location may be difficult to find, a marked sign can help a lot.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4429","QjEob2WSROiBPVjh0-BfxQ","Train your waiters to be more courteous.","Parking lots create convinience for your customers. More parking places can increase your rating!","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4430","qJeSjOMgWB3er3UXG33ZVw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Having happy hour in your restaurant can make your restaurant more popular.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4431","qJgrpTFe3Y3l8pjlurwokg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Since your location may be difficult to find, a marked sign can help a lot.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4432","qjLlFfu2pnJ9lVYlj-4QVg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4433","qJtXTi4IEOPrZ55gKISveg","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4434","qk_RGuKMuTcWMg5NZLas_w","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Fresh food is essential for your business. Keep the materials fresh!"," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4435","qk0UvAT-0djATrPd6RlZ8g","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4436","qK59IR-fNDwvoOF8Wb7tkA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4437","QK9Sy16uWUqEwTPdoKSiEA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Having happy hour in your restaurant can make your restaurant more popular.","More TVs can make your place attractive.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4438","qkffyIcgCbYkFqiKwjEzFg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4439","QkG3KUXwqZBW18A9k1xqCA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Since your location may be difficult to find, a marked sign can help a lot.","Make your customers feel welcomed."," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4440","QKhAME4uxgrOn-Aq3OURUQ","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!","Having table for large group can attract more customers."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4441","qkNUFhCZurQCbaOpjF44IQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4442","QkrqD5nxUO7FngoHQWyQhg","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4443","qKS7YV76te6olKnA_aMPTg","Train your waiters to be more friendly.","Make your customers feel welcomed.","Parking lots create convinience for your customers. More parking places can increase your rating!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4444","Qkz-2BNQVSKL7gpyPijhJA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Train your waiters to be more warm to customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4445","QL1JuHoXQuQnDhbbxn6rAw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Having table for large group can attract more customers.","Sports games make customers excited. It would be great if you can play the sport games on your TV!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4446","qLB08x1bZeXRylZ88amSsw","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4447","QMAD8tvYgh53N-AyIvFHAw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Train your waiters to be more warm to customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4448","qML8HCfDh7vmIxvbt1QgOg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Having happy hour in your restaurant can make your restaurant more popular.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4449","qMMMfN4EI9oCDIBq30s1ww","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more courteous.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4450","QMnhYB50KWsUGQynqdUquw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Since your location may be difficult to find, a marked sign can help a lot.","Provide cater will increase 0.2 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4451","qmymSqVwHYRqdwfcBatzpQ","Train your waiters to be more courteous.","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4452","qNDqXNl38BYYn2JWcXw4OQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4453","qnpvw-uQyRn9nlClWFK9aA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Having happy hour in your restaurant can make your restaurant more popular.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4454","qnsqf81chWm3KndLt9KUTA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4455","QnTuluWsuNb3aYCl-J9HVQ","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Make your customers feel welcomed."," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4456","QnVZwjV7iSAaG4VN9FvXQg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","More TVs can make your place attractive.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4457","qNYLt8zizn--wEpT1KILfw","Parking lots create convinience for your customers. More parking places can increase your rating!","Having happy hour in your restaurant can make your restaurant more popular.","More TVs can make your place attractive."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4458","qNyp4GMPiRqbY3kbbPju8w","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4459","qnZzSC4TKen19Gz9nyKCvw","Train your waiters to be more friendly.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating."," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4460","qO_nFskODvrG9O8SNdUY7g","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4461","QOpqW59hjLgldkzBwIlOIg","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4462","qOUPufwF51EhQ21TGIgBGw","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more courteous.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4463","qov0ZyFFLCIKM-9ewBqPjw","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4464","QOY3Tpm_-7-8px8jqibz4A","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Since your location may be difficult to find, a marked sign can help a lot.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4465","qP4J_lpCF5nmMyZQtFreow","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Having happy hour in your restaurant can make your restaurant more popular."," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4466","qpaX3qOHBSOAEDUcIs8SPQ","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!","Being a nice place for family benefits your business.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4467","qpdMFF6Y31ZAtE1R1OLsfA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4468","QpmotuTsf_nHT8RKViFMPQ","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4469","QpRfQtlbwlmqUsq4DKjqqw","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Fresh food is essential for your business. Keep the materials fresh!","Make your table more clean.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4470","QPvgkPXhjkqKf70eVc_lMw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4471","QqbZA4r5g1vCbOxOAKJgWg","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your bartender better.","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4472","qQIUMQJ0pMiiYpygql3Zdg","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Having table for large group can attract more customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4473","QQIwwU1tyOyKwr_sgqfYmw","Train your waiters to be more courteous.","Train your waiters to be more friendly.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4474","qQjrsGBmpJ56HylhLyP3pA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Fresh food is essential for your business. Keep the materials fresh!"," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4475","QQLVFIx7vevEe0luzqPZQg","Sports games make customers excited. It would be great if you can play the sport games on your TV!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly."," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4476","qQMvHvHnVIEHaOSxTEIu9A","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4477","QqpzPFFHeHqyWSPZI-DkvQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Train your waiters to be more courteous."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4478","qqs7LP4TXAoOrSlaKRfz3A","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4479","qqshh0dUkkqt-07s5iydjg","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Keep your kitchen clean.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4480","QR2V_Iutb9tEoXVBYPo-Kw","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4481","Qr9rof7s2llPR92t9gvy1w","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Having happy hour in your restaurant can make your restaurant more popular."," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4482","QrbS4LF0Iu5vApGAJLNzCA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","More TVs can make your place attractive.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4483","qRhxldX3lnOMJUNlytYvfQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4484","QrKjK2pzY85D0WgY8GzWXg","Train your waiters to be more courteous.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Make your customers feel welcomed."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4485","qRzYUw0wEfITRDv9cGQVYQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Keep your kitchen clean."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4486","qSa3L7cy8Gju4ZLs50ycag","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more courteous.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
